Student ID,School,Gender,Game-Playing Frequency,Game-Playing Skill,Game-Playing Hours,Content Pre 1,Content Pre 2,Content Pre 3,Content Pre 4,Content Pre 5,Content Pre 6,Content Pre 7,Content Pre 8,Content Pre 9,Content Pre 10,Content Pre 11,Content Pre 12,Content Pre 13,Content Pre 14,Content Pre 15,Content Pre 16,Content Pre 17,Content Pre 18,Content Pre 19,Content Pre Total,BFI Open,BFI Conscientious,BFI Extraversion,BFI Agreeable,BFI Neuroticism,AGQ Mastery Approach,AGQ Mastery Avoid,AGQ Performance Approach,AGQ Performance Avoid,CERQ Self Blame,CERQ Acceptance,CERQ Rumination,CERQ Positive Refocusing,CERQ Planning,CERQ Positive Reappraisal,CERQ Putting into Perspective,CERQ Catastrophizing,CERQ Other-Blame,Game Soln Disease,Game Soln Object,Content Post 1,Content Post 2,Content Post 3,Content Post 4,Content Post 5,Content Post 6,Content Post 7,Content Post 8,Content Post 9,Content Post 10,Content Post 11,Content Post 12,Content Post 13,Content Post 14,Content Post 15,Content Post 16,Content Post 17,Content Post 18,Content Post 19,Content Post Total,Narrative 1,Narrative 2,Narrative 3,Narrative 4,Narrative 5,Narrative 6,Narrative 7,Narrative 8,Narrative 9,Narrative 10,Narrative 11,Narrative 12,Narrative 13,Narrative Total,IMI Interest Total,IMI Competence Total,IMI Effort Total,IMI Pressure Total,IMI Value Total,PQ Involvement,PQ Sensory Fidelity,PQ Adaptation / Immersion,PQ Interface Quality,PQ Total,Learning Gain,Normalized Learning Gain,Solved Mystery,CompletionTime
100-0248,AnonymousA,1,5,5,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,6,20,30,19,25,19,12,12,12,12,6,6,6,6,6,6,6,6,6,disease-Influenza,object-Milk,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,1,0,0,1,0,1,1,0,0,0,0,5,2.714285714,2,3.4,4.25,1,18,6,14,21,59,-2,-0.153846154,0,9999
100-0249,AnonymousA,2,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,6,33,28,31,32,20,12,6,9,12,6,6,6,6,6,6,6,6,6,disease-Influenza,object-Sandwich,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.285714286,1.333333333,3.2,4,0,0,0,0,24,24,1,0.076923077,0,9999
100-0250,AnonymousA,1,3,3,3,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,8,43,34,28,39,23,6,6,10,17,5,6,8,4,8,7,4,4,5,disease-Salmonellosis,object-Milk,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,13,1,1,1,1,1,1,1,1,1,1,1,1,1,13,4,6.5,3.6,1.25,4.571428571,28,12,26,15,81,5,0.454545455,1,2455.02002
100-0251,AnonymousA,1,4,5,5,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,9,42,33,31,38,22,5,3,20,18,6,8,8,6,7,4,7,5,5,disease-Salmonellosis,object-Milk,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,13,3.142857143,5.166666667,5,2.5,3.714285714,64,34,48,20,166,4,0.4,1,1400.219971
100-0252,AnonymousA,2,2,3,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,12,38,31,26,33,23,18,15,20,21,7,8,8,9,8,8,7,8,5,disease-Salmonellosis,object-Sandwich,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,7,1,1,1,1,1,1,1,1,1,0,1,0,0,10,3.857142857,3.5,3.6,5.25,3.857142857,43,23,30,13,109,-5,-0.714285714,0,9999
100-0253,AnonymousA,2,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,7,28,33,37,41,16,19,14,14,19,5,10,10,9,7,8,9,2,2,disease-Salmonellosis,object-Sandwich,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,11,1,1,1,1,1,1,1,1,1,0,0,1,1,11,3,3,4,3.25,4,52,33,36,11,132,4,0.333333333,0,9999
100-0255,AnonymousA,2,3,3,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,6,41,38,30,37,23,21,18,14,20,10,10,9,8,10,10,10,3,2,disease-Influenza,object-Milk,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,0,1,1,0,1,0,0,0,0,0,6,4.428571429,3,6.6,7.5,3.428571429,51,29,35,11,126,-3,-0.230769231,0,9999
100-0256,AnonymousA,2,3,3,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,9,37,31,21,41,24,16,16,19,17,7,7,5,9,9,9,4,6,7,disease-Influenza,object-Sandwich,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,8,1,1,1,1,1,1,0,1,1,0,1,1,1,11,5,4.833333333,3.6,4.5,4.857142857,55,27,41,12,135,-1,-0.1,1,3279.359863
100-0259,AnonymousA,2,3,4,2,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,6,38,31,30,39,25,13,13,16,13,7,8,8,6,9,6,7,6,5,disease-Influenza,object-Milk,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,1,1,1,1,1,1,1,0,0,0,1,10,4.142857143,3.5,4.4,4.5,4,38,20,25,13,96,-3,-0.230769231,0,9999
100-0260,AnonymousA,1,3,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,6,38,34,35,36,20,16,8,10,20,10,9,5,6,8,8,4,3,2,disease-Salmonellosis,object-Milk,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,12,1,1,1,1,1,1,1,1,1,0,1,1,1,12,5.428571429,5.666666667,5.8,2.75,5.142857143,58,28,33,14,133,6,0.461538462,0,9999
100-0261,AnonymousA,1,5,5,5,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,5,40,23,38,26,30,13,12,11,11,4,3,8,4,8,6,8,6,6,disease-Salmonellosis,object-Egg,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,8,1,1,1,1,1,1,0,1,1,0,1,1,0,10,4,4,3.8,4.25,3,32,25,28,9,94,3,0.214285714,0,9999
100-0262,AnonymousA,1,4,4,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,5,36,26,29,33,23,12,11,15,12,6,6,6,6,6,6,6,6,6,disease-Salmonellosis,object-Sandwich,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,8,0,1,1,0,0,0,0,1,0,0,0,0,1,4,4.285714286,5.166666667,3.4,4.25,4,37,12,25,19,93,3,0.214285714,0,9999
100-0263,AnonymousA,1,3,5,3,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,7,36,33,38,41,15,14,7,17,15,5,6,8,3,7,7,6,8,5,disease-Salmonellosis,object-Egg,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,11,1,1,1,1,1,1,1,1,0,1,0,1,1,11,4.142857143,6,4.2,4,5,50,27,42,9,128,4,0.333333333,1,2752.379883
100-0264,AnonymousA,2,2,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,31,27,38,29,23,20,18,9,18,6,7,6,7,8,5,7,6,5,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0265,AnonymousA,2,1,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,7,27,30,31,24,19,16,15,16,10,6,8,6,7,6,6,9,5,6,disease-Influenza,object-Egg,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,7,1,1,1,1,1,1,1,1,1,0,0,1,1,11,3.428571429,3.666666667,5.4,6.5,4.714285714,48,24,32,12,116,0,0,0,9999
100-0266,AnonymousA,1,4,5,3,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,7,35,27,25,32,19,13,9,12,14,5,9,5,10,7,7,6,2,2,disease-Salmonellosis,object-Sandwich,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,10,1,1,1,1,1,1,1,1,1,1,0,1,1,12,7,7,4,3,7,76,42,53,19,190,3,0.25,1,3032.669922
100-0267,AnonymousA,2,4,3,3,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,11,40,27,35,38,25,16,18,10,19,6,8,9,8,7,9,5,8,7,disease-Salmonellosis,object-Milk,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,14,1,1,1,1,1,1,1,1,1,1,0,1,1,12,4.285714286,4.166666667,4.6,4.75,5.857142857,54,30,41,15,140,3,0.375,0,9999
100-0269,AnonymousA,2,3,3,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,42,39,18,42,24,18,16,11,8,3,2,9,6,9,10,7,3,3,disease-Salmonellosis,object-Sandwich,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,11,1,1,1,1,1,1,1,1,1,0,1,1,0,11,7,5.166666667,6.6,1.25,6.571428571,61,37,44,11,153,6,0.428571429,0,9999
100-0272,AnonymousA,2,3,3,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,7,33,33,26,38,29,15,18,3,12,4,8,8,4,8,10,8,6,2,disease-Influenza,object-Sandwich,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,6,1,1,0,0,1,0,1,1,0,0,0,0,0,5,1.857142857,1,2.8,4.25,1,36,12,17,15,80,-1,-0.083333333,0,9999
100-0273,AnonymousA,1,3,5,4,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,7,28,29,38,44,8,14,12,13,11,4,6,5,6,7,5,8,4,4,disease-Influenza,object-Egg,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,11,0,1,1,1,1,1,1,1,1,0,0,1,1,10,2.285714286,1.333333333,3.2,4,0,0,0,0,24,24,4,0.333333333,0,9999
100-0274,AnonymousA,2,3,4,2,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,11,40,24,33,29,20,13,8,11,16,6,7,9,9,4,7,9,6,3,disease-Salmonellosis,object-Milk,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,13,1,1,1,1,1,1,1,1,1,0,1,0,0,10,3.428571429,5.5,3.8,6.5,3,49,32,41,7,129,2,0.25,0,9999
100-0275,AnonymousA,2,2,3,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,6,40,35,33,40,15,21,18,6,18,4,8,8,6,6,6,6,6,2,disease-Influenza,object-Milk,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,13,7,4,7,5.75,7,60,39,50,21,170,1,0.076923077,0,9999
100-0276,AnonymousA,2,2,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,6,37,26,29,32,31,21,21,18,20,8,7,8,6,9,8,5,9,8,disease-Salmonellosis,object-Egg,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,11,1,1,1,0,1,0,0,1,1,0,0,1,0,7,5.285714286,5.833333333,6.2,4.5,6.857142857,62,40,42,7,151,5,0.384615385,0,9999
100-0278,AnonymousA,2,3,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,7,36,41,25,38,37,16,13,21,16,10,9,10,6,8,8,6,10,2,disease-Influenza,object-Egg,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,10,1,1,1,1,1,1,0,1,1,1,1,1,1,12,4.571428571,3.5,6.4,6.75,6.714285714,58,31,46,17,152,3,0.25,1,2883.149902
100-0279,AnonymousA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,disease-Salmonellosis,object-Sandwich,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,13,1,1,1,1,1,1,1,1,1,1,0,1,1,12,4.714285714,4.666666667,5,4.25,4.714285714,52,28,32,10,122,None,None,1,2586.659912
100-0280,AnonymousA,1,5,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,42,30,25,27,25,7,5,11,5,4,4,6,5,4,5,5,5,5,disease-Salmonellosis,object-Sandwich,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,11,1,1,1,1,1,1,1,1,1,0,1,1,1,12,3.285714286,3.166666667,3.4,4.25,2.714285714,50,24,29,13,116,9,0.529411765,1,3148.290039
100-0281,AnonymousA,2,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,35,29,30,28,18,12,12,12,12,6,6,6,6,6,6,6,6,6,disease-Influenza,object-Egg,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5,0,1,0,1,1,1,1,0,1,0,0,1,0,7,4,4,4,5,4,50,25,33,11,119,-1,-0.076923077,0,9999
100-0282,AnonymousA,2,2,5,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,8,45,24,28,31,25,19,15,11,15,10,10,7,10,10,9,9,2,2,disease-Salmonellosis,object-Sandwich,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,11,1,1,1,1,1,1,1,1,1,1,1,1,1,13,7,5,6.8,2.25,6.857142857,72,33,53,15,173,3,0.272727273,0,9999
100-0283,AnonymousA,1,5,4,4,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,6,38,22,29,32,13,10,10,11,11,4,6,6,5,6,6,4,7,6,None,None,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,9,1,1,1,0,1,1,1,1,1,1,0,-1,-1,-1,4,3.833333333,3.8,4.75,3.714285714,61,26,36,13,136,3,0.230769231,0,9999
100-0284,AnonymousA,2,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,37,28,30,38,29,15,7,7,16,7,6,7,8,10,10,5,6,3,disease-Influenza,object-Milk,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,8,1,1,1,1,1,1,1,1,0,1,1,0,0,10,6.285714286,4,6.4,3.5,5.428571429,60,28,39,11,138,6,0.352941176,0,9999
100-0285,AnonymousA,2,2,4,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,7,41,27,37,29,31,19,12,21,21,9,10,8,9,10,8,9,9,10,disease-Influenza,object-Egg,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,10,1,1,1,1,1,1,1,0,1,0,0,0,0,8,3.571428571,4,4.6,6.25,4,41,29,30,9,109,3,0.25,0,9999
100-0286,AnonymousA,2,3,3,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,8,32,38,34,32,18,17,12,21,14,6,9,8,9,7,10,6,2,6,disease-Salmonellosis,object-Sandwich,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,5,1,1,1,1,0,1,0,1,1,1,0,1,1,10,2.857142857,1.833333333,4.4,4.75,4.571428571,49,31,32,10,122,-3,-0.272727273,0,9999
100-0287,AnonymousA,2,3,4,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,9,46,37,23,33,27,21,9,14,18,8,6,7,8,7,7,9,3,2,disease-Influenza,object-Egg,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,10,1,1,1,1,1,1,1,1,1,0,1,1,1,12,5.714285714,6.333333333,7,4.25,6.857142857,51,29,49,21,150,1,0.1,1,2621.11499
100-0289,AnonymousA,1,5,5,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,37,37,24,34,34,21,17,11,20,9,8,8,6,7,7,4,9,6,disease-Influenza,object-Egg,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,13,7,6.5,6.4,5,6.571428571,68,32,45,13,158,8,0.533333333,1,2102.790039
100-0290,AnonymousA,2,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,6,41,40,31,39,16,11,6,14,17,8,9,4,6,8,8,7,2,2,disease-Salmonellosis,object-Sandwich,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,13,4.285714286,4.833333333,4.6,2.25,5.142857143,61,38,45,20,164,10,0.769230769,1,2548.800049
100-0291,AnonymousA,1,3,4,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,6,45,36,30,41,34,17,9,18,20,7,9,10,9,10,10,6,5,7,disease-Influenza,object-Egg,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,9,1,1,1,0,1,0,1,1,1,0,0,0,0,7,6.714285714,6,7,4.5,7,82,42,56,15,195,3,0.230769231,0,9999
100-0292,AnonymousA,1,2,2,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,5,36,42,30,39,13,15,19,21,13,4,6,4,6,10,8,10,6,6,disease-Salmonellosis,object-Milk,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,7,1,1,1,1,1,1,1,1,0,1,0,0,1,10,6.285714286,5.333333333,5.4,4.25,4.714285714,68,32,52,12,164,2,0.142857143,0,9999
100-0293,AnonymousA,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,5,33,38,38,43,21,15,8,17,21,8,9,9,5,10,10,7,6,3,disease-Influenza,object-Egg,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,1,1,0,1,1,0,1,0,0,0,1,0,7,2,3,5.8,4,3.142857143,42,27,30,11,110,-1,-0.071428571,0,9999
100-0294,AnonymousA,1,4,4,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,4,40,32,25,44,19,12,9,7,12,10,10,7,4,6,10,7,9,3,disease-Influenza,object-Milk,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,7,1,1,0,1,1,1,0,1,0,1,1,1,0,9,6.714285714,3,5.8,2.75,7,80,37,52,8,177,3,0.2,0,9999
100-0295,AnonymousA,1,4,5,4,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,7,41,27,30,28,21,8,8,9,14,7,6,7,4,9,10,5,7,6,disease-Influenza,object-Milk,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,9,1,1,1,1,1,1,1,1,1,0,1,1,1,12,5,3.833333333,3.8,4.5,3.714285714,39,22,33,13,107,2,0.166666667,0,9999
100-0296,AnonymousA,2,4,4,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,6,33,27,39,32,21,11,13,11,21,5,8,8,6,5,8,6,6,6,disease-Influenza,object-Sandwich,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,1,1,1,0,0,1,1,1,0,0,0,0,1,7,4.142857143,3,4,4.25,3.428571429,46,23,27,12,108,-2,-0.153846154,0,9999
100-0297,AnonymousA,2,2,2,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,9,43,39,35,42,20,15,13,14,18,9,7,9,4,10,10,6,4,2,disease-Influenza,object-Sandwich,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,13,1,1,1,1,1,1,1,1,0,1,0,0,0,9,6.714285714,3.333333333,6.6,4,6.571428571,50,27,42,15,134,4,0.4,0,9999
100-0298,AnonymousA,2,2,3,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,11,36,23,14,27,29,12,14,12,21,5,5,3,4,5,10,7,4,6,disease-Salmonellosis,object-Sandwich,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,9,1,1,1,0,1,1,1,1,1,0,1,1,0,10,3.714285714,4.333333333,5.2,3.75,6.142857143,61,34,33,15,143,-2,-0.25,0,9999
100-0299,AnonymousA,2,2,3,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,7,33,34,22,42,15,14,12,10,18,6,8,4,4,7,4,6,6,4,disease-Salmonellosis,object-Milk,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,13,7,6.666666667,7,3,7,75,41,42,17,175,4,0.333333333,1,2269.469971
100-0300,AnonymousA,2,3,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,6,40,33,30,30,27,19,18,19,6,5,9,7,8,8,8,5,2,2,disease-Salmonellosis,object-Milk,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,12,1,1,1,1,1,1,1,1,1,0,1,0,1,11,5.857142857,4,6.4,2,5.571428571,65,36,52,7,160,6,0.461538462,0,9999
100-0301,AnonymousA,2,2,3,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,7,39,30,34,28,29,15,15,14,21,9,6,7,6,8,7,7,7,7,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0302,AnonymousA,2,2,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,7,37,38,23,32,29,15,11,12,17,8,10,10,7,8,10,10,8,7,disease-Salmonellosis,object-Egg,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,12,1,0,1,1,0,1,1,1,1,0,0,1,1,9,4.571428571,2.166666667,5.2,3.75,4.714285714,46,34,40,8,128,5,0.416666667,0,9999
100-0303,AnonymousA,2,3,4,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,12,37,30,24,29,21,9,3,3,12,6,6,4,2,6,6,6,2,2,disease-Influenza,object-Sandwich,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,11,1,1,1,1,1,1,1,1,1,0,0,1,1,11,4.285714286,3.5,4,4.5,4,43,22,31,15,111,-1,-0.142857143,0,9999
100-0304,AnonymousA,1,5,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,18,25,20,25,20,21,21,21,21,2,2,2,2,2,2,2,2,2,disease-Salmonellosis,object-Sandwich,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,5,1,0,1,0,1,1,0,1,0,0,0,0,0,5,4,2,3.4,4.25,1,36,36,50,3,125,2,0.125,0,9999
100-0305,AnonymousA,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,6,31,21,29,40,29,11,6,9,16,7,10,8,10,8,7,10,2,3,disease-Influenza,object-Egg,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,7,1,1,1,1,1,1,1,1,0,1,0,0,0,9,4.428571429,1.333333333,3.8,3.75,5.428571429,49,29,29,13,120,1,0.076923077,0,9999
100-0307,AnonymousA,1,5,5,5,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,8,44,38,36,25,18,18,18,21,21,9,8,7,4,6,7,9,4,6,disease-Influenza,object-Milk,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,11,1,1,1,0,1,1,1,1,1,1,0,1,1,11,6.285714286,6,7,5.25,7,72,25,56,21,174,3,0.272727273,1,1620.704956
100-0308,AnonymousA,2,2,3,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,10,37,32,27,40,20,18,21,8,14,6,8,10,10,10,10,10,2,3,disease-Influenza,object-Egg,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,13,6.714285714,5.333333333,7,2.75,4.857142857,62,32,43,11,148,3,0.333333333,1,2816.550049
100-0309,AnonymousA,1,4,4,2,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,10,22,37,25,32,12,3,3,3,3,4,4,4,4,4,4,4,4,4,disease-Salmonellosis,object-Egg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0310,AnonymousA,1,2,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,43,30,35,34,22,20,19,21,20,8,9,9,9,10,10,10,10,9,disease-Influenza,object-Sandwich,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,6,1,1,0,0,1,0,1,0,1,1,0,0,0,6,5,6,3.2,3.75,4.428571429,58,38,37,10,143,5,0.277777778,0,9999
100-0311,AnonymousA,1,3,3,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,8,30,29,16,33,22,12,11,14,15,6,6,6,6,7,7,7,6,6,disease-Influenza,object-Sandwich,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,12,1,1,1,1,1,1,0,1,0,0,0,0,1,8,3.857142857,2.666666667,4,4.25,4,48,24,32,12,116,4,0.363636364,0,9999
100-0312,AnonymousA,1,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,22,27,11,15,4,3,3,2,2,6,6,6,4,2,6,2,disease-Salmonellosis,object-Egg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,6,5.285714286,6,4.6,5.75,5.857142857,84,42,55,6,187,1,0.052631579,0,9999
100-0314,AnonymousA,1,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,31,27,27,26,30,10,12,13,13,6,7,8,6,6,6,8,7,8,disease-Influenza,object-Egg,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,1,12,5,5.666666667,5,5.75,5,51,29,34,11,125,2,0.125,1,2595.119873
100-0315,AnonymousA,2,3,2,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,12,46,37,24,34,33,19,9,16,21,7,6,9,7,8,7,6,9,6,disease-Influenza,object-Sandwich,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,14,1,1,1,1,1,0,1,1,1,0,1,1,1,11,5.714285714,5.333333333,7,7.5,5.714285714,48,27,47,14,136,2,0.285714286,0,9999
